name,province,region,English,French,both,either,neither,total,engperc,frenperc
Alida,pr47,Prairies,130,5,5,130,0,130,100,3.846153846
Storthoaks No. 31,pr47,Prairies,300,80,80,300,0,300,100,26.66666667
Storthoaks,pr47,Prairies,85,5,5,85,0,85,100,5.882352941
Antler No. 61,pr47,Prairies,535,105,105,535,0,535,100,19.62616822
Antler,pr47,Prairies,45,5,5,45,0,45,100,11.11111111
Redvers,pr47,Prairies,935,205,200,940,0,940,99.46808511,21.80851064
Moose Mountain No. 63,pr47,Prairies,480,20,20,480,0,480,100,4.166666667
Manor,pr47,Prairies,310,5,5,310,5,315,98.41269841,1.587301587
Carlyle,pr47,Prairies,1405,45,45,1405,0,1405,100,3.202846975
Brock No. 64,pr47,Prairies,240,5,5,240,0,240,100,2.083333333
Arcola,pr47,Prairies,650,15,15,650,0,650,100,2.307692308
Kisbey,pr47,Prairies,140,5,5,140,0,140,100,3.571428571
Tecumseh No. 65,pr47,Prairies,275,5,5,275,0,275,100,1.818181818
Stoughton,pr47,Prairies,670,10,10,670,0,670,100,1.492537313
Heward,pr47,Prairies,35,0,0,35,0,35,100,0
Golden West No. 95,pr47,Prairies,315,5,5,315,0,315,100,1.587301587
Hazelwood No. 94,pr47,Prairies,250,5,5,250,0,250,100,2
Wawken No. 93,pr47,Prairies,560,10,10,560,0,560,100,1.785714286
Kennedy,pr47,Prairies,240,10,10,240,0,240,100,4.166666667
Wawota,pr47,Prairies,530,15,15,530,0,530,100,2.830188679
Kenosee Lake,pr47,Prairies,255,10,5,260,0,260,98.07692308,3.846153846
Walpole No. 92,pr47,Prairies,340,5,5,340,0,340,100,1.470588235
Maryfield No. 91,pr47,Prairies,320,15,15,320,0,320,100,4.6875
Maryfield,pr47,Prairies,365,15,15,365,5,370,98.64864865,4.054054054
Fairlight,pr47,Prairies,40,0,0,40,0,40,100,0
White Bear 70,pr47,Prairies,735,0,0,735,0,735,100,0
Pheasant Rump 68,pr47,Prairies,60,0,0,60,0,60,100,0
Cambria No. 6,pr47,Prairies,300,0,0,300,0,300,100,0
Torquay,pr47,Prairies,235,0,0,235,0,235,100,0
Souris Valley No. 7,pr47,Prairies,240,0,0,240,0,240,100,0
Lake Alma No. 8,pr47,Prairies,255,5,5,255,5,260,98.07692308,1.923076923
Surprise Valley No. 9,pr47,Prairies,190,0,0,190,0,190,100,0
Gladmar,pr47,Prairies,60,0,0,60,0,60,100,0
Minton,pr47,Prairies,60,0,0,60,0,60,100,0
Happy Valley No. 10,pr47,Prairies,145,0,0,145,0,145,100,0
Bengough,pr47,Prairies,315,10,10,315,0,315,100,3.174603175
Bengough No. 40,pr47,Prairies,305,10,10,305,0,305,100,3.278688525
The Gap No. 39,pr47,Prairies,225,5,5,225,0,225,100,2.222222222
Ceylon,pr47,Prairies,95,0,0,95,0,95,100,0
Laurier No. 38,pr47,Prairies,325,15,15,325,0,325,100,4.615384615
Radville,pr47,Prairies,830,55,55,830,5,835,99.4011976,6.586826347
Lomond No. 37,pr47,Prairies,305,0,0,305,0,305,100,0
Cymri No. 36,pr47,Prairies,525,5,5,525,0,525,100,0.952380952
Halbrite,pr47,Prairies,110,5,5,110,0,110,100,4.545454545
Midale,pr47,Prairies,545,5,5,545,0,545,100,0.917431193
Macoun,pr47,Prairies,245,10,10,245,0,245,100,4.081632653
Griffin No. 66,pr47,Prairies,400,0,0,400,0,400,100,0
Weyburn No. 67,pr47,Prairies,1055,30,30,1055,0,1055,100,2.843601896
Weyburn,pr47,Prairies,10135,210,205,10140,30,10170,99.65585054,2.064896755
McTaggart,pr47,Prairies,125,10,10,125,0,125,100,8
Brokenshell No. 68,pr47,Prairies,310,5,5,310,0,310,100,1.612903226
Norton No. 69,pr47,Prairies,260,10,10,260,0,260,100,3.846153846
Pangman,pr47,Prairies,190,0,0,190,0,190,100,0
Key West No. 70,pr47,Prairies,285,0,0,285,0,285,100,0
Ogema,pr47,Prairies,365,5,5,365,0,365,100,1.369863014
Elmsthorpe No. 100,pr47,Prairies,210,5,5,210,0,210,100,2.380952381
Avonlea,pr47,Prairies,370,5,5,370,0,370,100,1.351351351
Caledonia No. 99,pr47,Prairies,260,5,5,260,0,260,100,1.923076923
Milestone,pr47,Prairies,625,10,10,625,0,625,100,1.6
Scott No. 98,pr47,Prairies,180,10,10,180,0,180,100,5.555555556
Lang,pr47,Prairies,205,10,10,205,0,205,100,4.87804878
Yellow Grass,pr47,Prairies,435,5,5,435,5,440,98.86363636,1.136363636
Wellington No. 97,pr47,Prairies,355,10,10,355,0,355,100,2.816901408
Fillmore No. 96,pr47,Prairies,255,0,0,255,0,255,100,0
Fillmore,pr47,Prairies,235,5,5,235,0,235,100,2.127659574
Creelman,pr47,Prairies,115,10,10,115,0,115,100,8.695652174
Hart Butte No. 11,pr47,Prairies,265,15,15,265,0,265,100,5.660377358
Coronach,pr47,Prairies,705,15,15,705,0,705,100,2.127659574
Poplar Valley No. 12,pr47,Prairies,200,10,10,200,0,200,100,5
Rockglen,pr47,Prairies,380,20,20,380,0,380,100,5.263157895
Old Post No. 43,pr47,Prairies,395,20,20,395,0,395,100,5.063291139
Glen McPherson No. 46,pr47,Prairies,70,10,10,70,0,70,100,14.28571429
Mankota No. 45,pr47,Prairies,325,50,50,325,0,325,100,15.38461538
Mankota,pr47,Prairies,200,10,10,200,0,200,100,5
Waverley No. 44,pr47,Prairies,355,20,20,355,0,355,100,5.633802817
Willow Bunch No. 42,pr47,Prairies,360,70,70,360,0,360,100,19.44444444
Willow Bunch,pr47,Prairies,280,90,85,285,0,285,98.24561404,31.57894737
Excel No. 71,pr47,Prairies,410,5,5,410,10,420,97.61904762,1.19047619
Lake of the Rivers No. 72,pr47,Prairies,300,5,5,300,0,300,100,1.666666667
Assiniboia,pr47,Prairies,2345,160,155,2350,10,2360,99.36440678,6.779661017
Stonehenge No. 73,pr47,Prairies,400,10,10,400,0,400,100,2.5
Limerick,pr47,Prairies,115,5,5,115,0,115,100,4.347826087
Wood River No. 74,pr47,Prairies,325,30,30,325,0,325,100,9.230769231
Lafleche,pr47,Prairies,395,45,45,395,0,395,100,11.39240506
Pinto Creek No. 75,pr47,Prairies,235,25,25,235,0,235,100,10.63829787
Kincaid,pr47,Prairies,115,10,10,115,0,115,100,8.695652174
Hazenmore,pr47,Prairies,45,0,0,45,0,45,100,0
Auvergne No. 76,pr47,Prairies,355,55,55,355,0,355,100,15.49295775
Ponteix,pr47,Prairies,545,170,170,545,15,560,97.32142857,30.35714286
Whiska Creek No. 106,pr47,Prairies,495,30,30,495,5,500,99,6
Neville,pr47,Prairies,80,0,0,80,0,80,100,0
Vanguard,pr47,Prairies,155,5,5,155,0,155,100,3.225806452
Glen Bain No. 105,pr47,Prairies,200,5,5,200,0,200,100,2.5
Gravelbourg No. 104,pr47,Prairies,305,125,125,305,0,305,100,40.98360656
Gravelbourg,pr47,Prairies,1045,430,425,1050,5,1055,99.0521327,40.75829384
Sutton No. 103,pr47,Prairies,240,25,25,240,0,240,100,10.41666667
Mossbank,pr47,Prairies,325,10,10,325,0,325,100,3.076923077
Lake Johnston No. 102,pr47,Prairies,160,5,5,160,0,160,100,3.125
Terrell No. 101,pr47,Prairies,225,5,5,225,0,225,100,2.222222222
Val Marie,pr47,Prairies,100,25,25,100,0,100,100,25
Val Marie No. 17,pr47,Prairies,400,15,15,400,5,405,98.7654321,3.703703704
Lone Tree No. 18,pr47,Prairies,145,0,0,145,0,145,100,0
Climax,pr47,Prairies,180,0,0,180,0,180,100,0
Frontier No. 19,pr47,Prairies,370,5,5,370,0,370,100,1.351351351
Frontier,pr47,Prairies,350,5,5,350,0,350,100,1.428571429
Reno No. 51,pr47,Prairies,400,5,5,400,0,400,100,1.25
Consul,pr47,Prairies,80,0,0,80,0,80,100,0
White Valley No. 49,pr47,Prairies,480,10,10,480,0,480,100,2.083333333
Eastend,pr47,Prairies,500,15,15,500,0,500,100,3
Wise Creek No. 77,pr47,Prairies,160,25,25,160,0,160,100,15.625
Cadillac,pr47,Prairies,80,15,15,80,0,80,100,18.75
Grassy Creek No. 78,pr47,Prairies,280,0,0,280,0,280,100,0
Shaunavon,pr47,Prairies,1695,50,50,1695,0,1695,100,2.949852507
Arlington No. 79,pr47,Prairies,340,5,5,340,5,345,98.55072464,1.449275362
Maple Creek No. 111,pr47,Prairies,1140,15,15,1140,10,1150,99.13043478,1.304347826
Maple Creek,pr47,Prairies,2120,50,50,2120,15,2135,99.29742389,2.341920375
Piapot No. 110,pr47,Prairies,320,5,5,320,0,320,100,1.5625
Carmichael No. 109,pr47,Prairies,440,5,5,440,0,440,100,1.136363636
Bone Creek No. 108,pr47,Prairies,330,10,10,330,5,335,98.50746269,2.985074627
Lac Pelletier No. 107,pr47,Prairies,590,30,30,590,20,610,96.72131148,4.918032787
Nekaneet Cree Nation,pr47,Prairies,115,0,0,115,0,115,100,0
Moosomin No. 121,pr47,Prairies,505,5,5,505,0,505,100,0.99009901
Fleming,pr47,Prairies,85,5,5,85,0,85,100,5.882352941
Moosomin,pr47,Prairies,2410,70,65,2415,10,2425,99.3814433,2.886597938
Welwyn,pr47,Prairies,140,15,15,140,0,140,100,10.71428571
Martin No. 122,pr47,Prairies,335,5,5,335,0,335,100,1.492537313
Wapella,pr47,Prairies,330,0,0,330,0,330,100,0
Silverwood No. 123,pr47,Prairies,465,5,5,465,0,465,100,1.075268817
Kingsley No. 124,pr47,Prairies,420,5,5,420,5,425,98.82352941,1.176470588
Kipling,pr47,Prairies,1020,25,25,1020,5,1025,99.51219512,2.43902439
Chester No. 125,pr47,Prairies,375,10,10,375,0,375,100,2.666666667
Windthorst,pr47,Prairies,215,5,5,215,0,215,100,2.325581395
Glenavon,pr47,Prairies,180,5,5,180,0,180,100,2.777777778
Wolseley,pr47,Prairies,795,25,25,795,0,795,100,3.144654088
Wolseley No. 155,pr47,Prairies,400,5,5,400,5,405,98.7654321,1.234567901
Elcapo No. 154,pr47,Prairies,480,5,5,480,0,480,100,1.041666667
Grenfell,pr47,Prairies,1015,15,15,1015,5,1020,99.50980392,1.470588235
Broadview,pr47,Prairies,540,10,10,540,0,540,100,1.851851852
Willowdale No. 153,pr47,Prairies,300,5,5,300,0,300,100,1.666666667
Whitewood,pr47,Prairies,925,45,45,925,0,925,100,4.864864865
Rocanville No. 151,pr47,Prairies,530,25,25,530,0,530,100,4.716981132
Rocanville,pr47,Prairies,850,35,35,850,5,855,99.41520468,4.093567251
Spy Hill No. 152,pr47,Prairies,370,15,15,370,0,370,100,4.054054054
Tantallon,pr47,Prairies,105,0,0,105,0,105,100,0
Spy Hill,pr47,Prairies,205,10,10,205,0,205,100,4.87804878
Gerald,pr47,Prairies,115,0,0,115,0,115,100,0
Langenburg No. 181,pr47,Prairies,570,10,10,570,5,575,99.13043478,1.739130435
Langenburg,pr47,Prairies,1095,25,25,1095,0,1095,100,2.283105023
Yarbo,pr47,Prairies,50,0,0,50,0,50,100,0
Fertile Belt No. 183,pr47,Prairies,815,20,20,815,0,815,100,2.45398773
Esterhazy,pr47,Prairies,2410,65,65,2410,5,2415,99.79296066,2.691511387
Bird s Point,pr47,Prairies,100,0,0,100,0,100,100,0
Stockholm,pr47,Prairies,335,5,5,335,0,335,100,1.492537313
Grayson No. 184,pr47,Prairies,495,15,15,495,0,495,100,3.03030303
Dubuc,pr47,Prairies,65,0,0,65,0,65,100,0
Grayson,pr47,Prairies,175,5,5,175,0,175,100,2.857142857
Killaly,pr47,Prairies,70,0,0,70,0,70,100,0
McLeod No. 185,pr47,Prairies,445,5,5,445,0,445,100,1.123595506
Neudorf,pr47,Prairies,270,0,0,270,0,270,100,0
Lemberg,pr47,Prairies,270,5,5,270,5,275,98.18181818,1.818181818
Stanley No. 215,pr47,Prairies,520,15,15,520,0,520,100,2.884615385
Goodeve,pr47,Prairies,45,0,0,45,0,45,100,0
Fenwood,pr47,Prairies,40,0,0,40,0,40,100,0
Cana No. 214,pr47,Prairies,860,25,25,860,0,860,100,2.906976744
Melville,pr47,Prairies,4360,120,120,4360,5,4365,99.88545246,2.749140893
Saltcoats No. 213,pr47,Prairies,670,15,15,670,0,670,100,2.23880597
Saltcoats,pr47,Prairies,445,10,10,445,0,445,100,2.247191011
Bredenbury,pr47,Prairies,360,0,0,360,5,365,98.63013699,0
Churchbridge No. 211,pr47,Prairies,675,10,10,675,0,675,100,1.481481481
Churchbridge,pr47,Prairies,745,25,25,745,0,745,100,3.355704698
MacNutt,pr47,Prairies,70,5,5,70,0,70,100,7.142857143
Cowessess 73,pr47,Prairies,670,0,0,670,0,670,100,0
Kahkewistahaw 72,pr47,Prairies,525,5,5,525,0,525,100,0.952380952
Shesheep 74A,pr47,Prairies,130,0,0,130,0,130,100,0
Montmartre No. 126,pr47,Prairies,485,10,10,485,0,485,100,2.06185567
Montmartre,pr47,Prairies,475,45,45,475,0,475,100,9.473684211
Kendal,pr47,Prairies,80,5,5,80,0,80,100,6.25
Francis No. 127,pr47,Prairies,675,10,10,675,0,675,100,1.481481481
Odessa,pr47,Prairies,240,5,5,240,0,240,100,2.083333333
Vibank,pr47,Prairies,375,10,10,375,0,375,100,2.666666667
Sedley,pr47,Prairies,335,25,25,335,0,335,100,7.462686567
Francis,pr47,Prairies,180,5,5,180,0,180,100,2.777777778
Lajord No. 128,pr47,Prairies,985,25,25,985,10,995,98.99497487,2.512562814
Bratt s Lake No. 129,pr47,Prairies,350,10,10,350,0,350,100,2.857142857
Wilcox,pr47,Prairies,335,15,15,335,0,335,100,4.47761194
Redburn No. 130,pr47,Prairies,245,5,5,245,0,245,100,2.040816327
Rouleau,pr47,Prairies,455,10,10,455,0,455,100,2.197802198
Briercrest,pr47,Prairies,110,0,0,110,0,110,100,0
Drinkwater,pr47,Prairies,65,0,0,65,0,65,100,0
Pense No. 160,pr47,Prairies,475,10,10,475,0,475,100,2.105263158
Belle Plaine,pr47,Prairies,65,0,0,65,0,65,100,0
Pense,pr47,Prairies,530,5,5,530,0,530,100,0.943396226
Sherwood No. 159,pr47,Prairies,765,40,40,765,0,765,100,5.22875817
Regina,pr47,Prairies,189280,11285,11145,189420,1445,190865,99.16957012,5.912555995
Grand Coulee,pr47,Prairies,570,30,30,570,0,570,100,5.263157895
Edenwold No. 158,pr47,Prairies,4130,135,135,4130,5,4135,99.87908102,3.264812576
White City,pr47,Prairies,1890,70,70,1890,5,1895,99.73614776,3.693931398
Pilot Butte,pr47,Prairies,1840,50,50,1840,0,1840,100,2.717391304
Balgonie,pr47,Prairies,1625,30,30,1625,0,1625,100,1.846153846
Edenwold,pr47,Prairies,240,5,5,240,0,240,100,2.083333333
South Qu Appelle No. 157,pr47,Prairies,1260,35,35,1260,0,1260,100,2.777777778
Qu Appelle,pr47,Prairies,670,20,20,670,0,670,100,2.985074627
McLean,pr47,Prairies,305,15,15,305,0,305,100,4.918032787
Indian Head No. 156,pr47,Prairies,380,10,10,380,0,380,100,2.631578947
Indian Head,pr47,Prairies,1760,60,60,1760,5,1765,99.71671388,3.399433428
Sintaluta,pr47,Prairies,120,0,0,120,0,120,100,0
Abernethy No. 186,pr47,Prairies,390,10,10,390,0,390,100,2.564102564
Fort San,pr47,Prairies,190,5,5,190,0,190,100,2.631578947
Abernethy,pr47,Prairies,195,0,0,195,0,195,100,0
Balcarres,pr47,Prairies,570,10,10,570,5,575,99.13043478,1.739130435
North Qu Appelle No. 187,pr47,Prairies,730,25,25,730,0,730,100,3.424657534
Lebret,pr47,Prairies,215,5,5,215,0,215,100,2.325581395
Fort Qu Appelle,pr47,Prairies,1970,45,45,1970,0,1970,100,2.284263959
B-Say-Tah,pr47,Prairies,185,0,0,185,0,185,100,0
Lumsden No. 189,pr47,Prairies,1735,85,85,1735,0,1735,100,4.899135447
Disley,pr47,Prairies,115,5,5,115,0,115,100,4.347826087
Buena Vista,pr47,Prairies,525,15,15,525,0,525,100,2.857142857
Lumsden,pr47,Prairies,1600,60,60,1600,0,1600,100,3.75
Regina Beach,pr47,Prairies,1085,35,35,1085,0,1085,100,3.225806452
Dufferin No. 190,pr47,Prairies,515,10,10,515,0,515,100,1.941747573
Bethune,pr47,Prairies,395,0,0,395,0,395,100,0
Findlater,pr47,Prairies,50,0,0,50,0,50,100,0
Sarnia No. 221,pr47,Prairies,270,5,5,270,0,270,100,1.851851852
Chamberlain,pr47,Prairies,95,5,5,95,0,95,100,5.263157895
Alice Beach,pr47,Prairies,45,0,0,45,0,45,100,0
Holdfast,pr47,Prairies,165,5,5,165,0,165,100,3.03030303
Dilke,pr47,Prairies,80,5,5,80,0,80,100,6.25
Longlaketon No. 219,pr47,Prairies,955,25,25,955,0,955,100,2.617801047
McKillop No. 220,pr47,Prairies,575,15,15,575,0,575,100,2.608695652
Saskatchewan Beach,pr47,Prairies,210,5,5,210,5,215,97.6744186,2.325581395
Bulyea,pr47,Prairies,105,5,5,105,0,105,100,4.761904762
Strasbourg,pr47,Prairies,710,10,10,710,0,710,100,1.408450704
Kannata Valley,pr47,Prairies,100,5,5,100,0,100,100,5
Silton,pr47,Prairies,95,0,0,95,0,95,100,0
Craven,pr47,Prairies,235,5,5,235,0,235,100,2.127659574
Earl Grey,pr47,Prairies,230,5,5,230,0,230,100,2.173913043
Glen Harbour,pr47,Prairies,65,0,0,65,0,65,100,0
North Grove RV,pr47,Prairies,50,0,0,50,0,50,100,0
Island View,pr47,Prairies,65,5,5,65,0,65,100,7.692307692
Cupar No. 218,pr47,Prairies,550,5,5,550,0,550,100,0.909090909
Southey,pr47,Prairies,775,10,10,775,5,780,99.35897436,1.282051282
Markinch,pr47,Prairies,70,0,0,70,0,70,100,0
Cupar,pr47,Prairies,525,0,0,525,0,525,100,0
Lipton No. 217,pr47,Prairies,420,0,0,420,0,420,100,0
Dysart,pr47,Prairies,215,0,0,215,0,215,100,0
Lipton,pr47,Prairies,370,0,0,370,0,370,100,0
Tullymet No. 216,pr47,Prairies,220,5,5,220,0,220,100,2.272727273
Piapot 75,pr47,Prairies,465,0,0,465,0,465,100,0
Little Black Bear 84,pr47,Prairies,160,5,5,160,0,160,100,3.125
Okanese 82,pr47,Prairies,230,5,5,230,0,230,100,2.173913043
Peepeekisis 81,pr47,Prairies,495,0,0,495,0,495,100,0
Star Blanket 83,pr47,Prairies,200,0,0,200,5,205,97.56097561,0
Wa-Pii Moos-Toosis (White Calf) 83A,pr47,Prairies,95,0,0,95,0,95,100,0
Baildon No. 131,pr47,Prairies,575,15,15,575,15,590,97.45762712,2.542372881
Hillsborough No. 132,pr47,Prairies,115,0,0,115,0,115,100,0
Rodgers No. 133,pr47,Prairies,100,10,10,100,0,100,100,10
Shamrock No. 134,pr47,Prairies,230,15,15,230,0,230,100,6.52173913
Hodgeville,pr47,Prairies,175,5,5,175,5,180,97.22222222,2.777777778
Coulee No. 136,pr47,Prairies,570,20,20,570,10,580,98.27586207,3.448275862
Beaver Flat,pr47,Prairies,45,5,5,45,0,45,100,11.11111111
Excelsior No. 166,pr47,Prairies,955,20,20,955,0,955,100,2.094240838
Waldeck,pr47,Prairies,295,5,5,295,0,295,100,1.694915254
Rush Lake,pr47,Prairies,65,5,5,65,0,65,100,7.692307692
Morse No. 165,pr47,Prairies,395,0,0,395,0,395,100,0
Herbert,pr47,Prairies,635,10,10,635,0,635,100,1.57480315
Morse,pr47,Prairies,240,10,10,240,0,240,100,4.166666667
Chaplin No. 164,pr47,Prairies,145,0,0,145,0,145,100,0
Chaplin,pr47,Prairies,220,5,5,220,0,220,100,2.272727273
Wheatlands No. 163,pr47,Prairies,150,5,5,150,0,150,100,3.333333333
Mortlach,pr47,Prairies,285,5,5,285,0,285,100,1.754385965
Caron No. 162,pr47,Prairies,520,15,15,520,0,520,100,2.884615385
Caronport,pr47,Prairies,1065,50,50,1065,0,1065,100,4.694835681
Moose Jaw No. 161,pr47,Prairies,1140,160,155,1145,0,1145,99.56331878,13.97379913
Moose Jaw,pr47,Prairies,32360,1775,1765,32370,90,32460,99.69192853,5.468268638
Marquis No. 191,pr47,Prairies,250,5,5,250,0,250,100,2
Tuxford,pr47,Prairies,90,0,0,90,0,90,100,0
Marquis,pr47,Prairies,90,0,0,90,0,90,100,0
Sun Valley RV,pr47,Prairies,45,0,0,45,0,45,100,0
Eyebrow No. 193,pr47,Prairies,230,5,5,230,0,230,100,2.173913043
Brownlee,pr47,Prairies,55,5,5,55,0,55,100,9.090909091
Eyebrow,pr47,Prairies,140,0,0,140,0,140,100,0
South Lake RV,pr47,Prairies,45,0,0,45,0,45,100,0
Enfield No. 194,pr47,Prairies,270,5,5,270,0,270,100,1.851851852
Central Butte,pr47,Prairies,325,5,5,325,0,325,100,1.538461538
Canaan No. 225,pr47,Prairies,150,0,0,150,0,150,100,0
Lucky Lake,pr47,Prairies,270,0,0,270,0,270,100,0
Beechy,pr47,Prairies,240,0,0,240,0,240,100,0
Victory No. 226,pr47,Prairies,420,0,0,420,20,440,95.45454545,0
King George No. 256,pr47,Prairies,220,5,5,220,0,220,100,2.272727273
Coteau No. 255,pr47,Prairies,425,10,10,425,0,425,100,2.352941176
Coteau Beach RV,pr47,Prairies,45,5,5,45,0,45,100,11.11111111
Maple Bush No. 224,pr47,Prairies,165,0,0,165,0,165,100,0
Riverhurst,pr47,Prairies,110,5,5,110,5,115,95.65217391,4.347826087
Mistusinne,pr47,Prairies,70,5,5,70,0,70,100,7.142857143
Huron No. 223,pr47,Prairies,190,0,0,190,0,190,100,0
Tugaske,pr47,Prairies,90,0,0,90,0,90,100,0
Craik No. 222,pr47,Prairies,295,5,5,295,0,295,100,1.694915254
Craik,pr47,Prairies,435,10,10,435,0,435,100,2.298850575
Swift Current No. 137,pr47,Prairies,2030,65,65,2030,0,2030,100,3.201970443
Swift Current,pr47,Prairies,15255,660,660,15255,30,15285,99.80372915,4.317958783
Webb No. 138,pr47,Prairies,520,0,0,520,10,530,98.11320755,0
Webb,pr47,Prairies,60,0,0,60,0,60,100,0
Gull Lake No. 139,pr47,Prairies,200,0,0,200,0,200,100,0
Gull Lake,pr47,Prairies,955,20,20,955,0,955,100,2.094240838
Tompkins,pr47,Prairies,165,5,5,165,0,165,100,3.03030303
Big Stick No. 141,pr47,Prairies,145,5,5,145,0,145,100,3.448275862
Enterprise No. 142,pr47,Prairies,140,5,5,140,0,140,100,3.571428571
Richmound,pr47,Prairies,155,5,5,155,0,155,100,3.225806452
Fox Valley No. 171,pr47,Prairies,330,0,0,330,15,345,95.65217391,0
Fox Valley,pr47,Prairies,260,5,5,260,0,260,100,1.923076923
Pittville No. 169,pr47,Prairies,205,5,5,205,0,205,100,2.43902439
Hazlet,pr47,Prairies,100,5,5,100,0,100,100,5
Riverside No. 168,pr47,Prairies,495,10,10,495,0,495,100,2.02020202
Cabri,pr47,Prairies,380,5,5,380,0,380,100,1.315789474
Pennant,pr47,Prairies,120,5,5,120,0,120,100,4.166666667
Success,pr47,Prairies,40,0,0,40,0,40,100,0
Saskatchewan Landing No. 167,pr47,Prairies,460,10,10,460,0,460,100,2.173913043
Stewart Valley,pr47,Prairies,75,0,0,75,0,75,100,0
Lacadena No. 228,pr47,Prairies,570,10,10,570,0,570,100,1.754385965
Kyle,pr47,Prairies,415,10,10,415,0,415,100,2.409638554
Miry Creek No. 229,pr47,Prairies,370,0,0,370,0,370,100,0
Abbey,pr47,Prairies,115,5,5,115,0,115,100,4.347826087
Lancer,pr47,Prairies,60,0,0,60,0,60,100,0
Clinworth No. 230,pr47,Prairies,210,0,0,210,0,210,100,0
Sceptre,pr47,Prairies,95,5,5,95,0,95,100,5.263157895
Happyland No. 231,pr47,Prairies,280,0,0,280,5,285,98.24561404,0
Prelate,pr47,Prairies,125,5,5,125,0,125,100,4
Leader,pr47,Prairies,785,25,25,785,10,795,98.74213836,3.144654088
Deer Forks No. 232,pr47,Prairies,225,5,5,225,5,230,97.82608696,2.173913043
Burstall,pr47,Prairies,300,5,5,300,0,300,100,1.666666667
Chesterfield No. 261,pr47,Prairies,475,0,0,475,0,475,100,0
Eatonia,pr47,Prairies,490,15,15,490,0,490,100,3.06122449
Newcombe No. 260,pr47,Prairies,395,5,5,395,0,395,100,1.265822785
Snipe Lake No. 259,pr47,Prairies,445,0,0,445,0,445,100,0
Eston,pr47,Prairies,1005,20,20,1005,0,1005,100,1.990049751
Monet No. 257,pr47,Prairies,495,5,5,495,0,495,100,1.01010101
Elrose,pr47,Prairies,445,10,10,445,0,445,100,2.247191011
Calder No. 241,pr47,Prairies,325,10,10,325,0,325,100,3.076923077
Calder,pr47,Prairies,95,0,0,95,0,95,100,0
Wallace No. 243,pr47,Prairies,880,15,15,880,0,880,100,1.704545455
Rhein,pr47,Prairies,160,5,5,160,0,160,100,3.125
Orkney No. 244,pr47,Prairies,1850,40,40,1850,0,1850,100,2.162162162
Yorkton,pr47,Prairies,15265,395,390,15270,35,15305,99.7386475,2.580855929
Ebenezer,pr47,Prairies,175,0,0,175,0,175,100,0
Springside,pr47,Prairies,530,15,15,530,0,530,100,2.830188679
Garry No. 245,pr47,Prairies,410,5,5,410,5,415,98.79518072,1.204819277
Insinger No. 275,pr47,Prairies,330,5,5,330,0,330,100,1.515151515
Sheho,pr47,Prairies,125,0,0,125,5,130,96.15384615,0
Theodore,pr47,Prairies,325,5,5,325,0,325,100,1.538461538
Good Lake No. 274,pr47,Prairies,685,10,10,685,0,685,100,1.459854015
